Material outward,,,,
#,Date,Project Order No,RRA Invoice No,Customer Name
825,2024-08-23,sdsdswedwddc,dc dc,RASHMI HEATERS PVT.LTD.
,Item Code,Quantity,Amount
,Project Total,56,0
474,2024-03-18,4500023575,,Titagarh Rail Systems Limited
,Item Code,Quantity,Amount
,ALU.SIZE : 128.4 X 20.32 X 2.5 MM THK,44,
,Project Total,44,0
473,2024-03-18,2605,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 400 X 200 X 1 MM THK,3,
,Project Total,3,0
472,2024-03-18,342424,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,24-254-1041143,2342432,
,Project Total,2342432,0
471,2024-03-17,50045026571/17.03.2024,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,1000,
,Project Total,1000,0
470,2024-03-16,472006106,,BOBST INDIA PRIVATE LIMITED
,Item Code,Quantity,Amount
,MEASURING TAPE SS 304 SIZE : 1490 X 30 X 2 MM THK,12,
,Project Total,12,0
469,2024-03-15,AE/23-24/3225,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 95 X 95 X 0.8 MM THK,116,
,Project Total,116,0
468,2024-03-13,PO/23-24/00938/13.3.24,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 125 X 25 X 0.8 MM THK,5,
,SS 316 SIZE : 152 X 165 X 1 MM THK,2,
,Project Total,7,0
467,2024-03-13,14954,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 300 X 225 X 1.6 MM THK,1,
,Project Total,1,0
466,2024-03-13,41045006198,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,20-205-1036740,200,
,20-059-1037446,700,
,Project Total,900,0
465,2024-03-12,HYT-14935,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 190 X 160 X 1 MM THK,1,
,Project Total,1,0
464,2024-03-12,HYT-14854,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 180 X 140 X 1 MM THK,2,
,Project Total,2,0
463,2024-03-12,HYT-14847,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 395 X 335 X 1.6 MM THK,3,
,Project Total,3,0
462,2024-03-12,PT/23-24/032,,PRASAHITYUTA TECHNOLOGIES
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,2,
,Project Total,2,0
461,2024-03-12,HYT-14941,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : 400 X 85 X 2 MM THK,2,
,Project Total,2,0
460,2024-03-12,EMAIL/12.03.2024,,THORAT FILTRATION PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 600 X 300 X 2 MM THK,1,
,Project Total,1,0
459,2024-03-12,0526,,STEAMLOK ENGINEERING PVT. LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 60 X 40 X 1 MM THK,1000,
,Project Total,1000,0
458,2024-03-12,AE/23-24/3165,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 95 X 95 X 0.8 MM THK,6,
,SS 304 SIZE : 95 X 65 X 0.8 MM THK,6,
,Project Total,12,0
457,2024-03-10,50045026025,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1321383,200,
,Project Total,200,0
456,2024-03-10,41045006147,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,20-054-1027373,500,
,20-054-1359813,200,
,Project Total,700,0
455,2024-03-10,50045026571,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,1000,
,24-130-1190019,5,
,27-039-1223950,17,
,24-130-1268887,320,
,24-130-1306893,1016,
,27-029-1307152,50,
,24-130-1310075,70,
,24-130-1310077,314,
,24-130-1315562,1,
,24-130-1315564,1,
,24-130-1319344,100,
,Project Total,2894,0
454,2024-03-10,50045026113,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1208451,97,
,24-130-1181920,30,
,24-130-1269408,10,
,27-029-1236483,10,
,Project Total,147,0
453,2024-03-10,50045025453,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,27-029-1236480,35,
,Project Total,35,0
452,2024-03-10,50045025127,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1006111,200,
,24-130-1177538,27,
,24-130-1190845,400,
,Project Total,627,0
451,2024-03-09,23PO0028,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,6,
,NAME PLATE 240 x 300 x 1.5 MM SS 316 (,3,
,Project Total,9,0
450,2024-03-09,REGPL/23-24/01669,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,7,
,Project Total,7,0
449,2024-03-09,HYT-14835,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
448,2024-03-08,HYT-14881,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
447,2024-03-08,REGPL/23-24/0519,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 100 X 90 X 2 MM THK,3,
,SS 304 SIZE : 150 X 110 X 2 MM THK,8,
,Project Total,11,0
446,2024-03-08,23PO0026,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 304 SIZE : 170 X 154 X 2 MM THK,2,
,SS 304 SIZE : 125 X 110 X 2 MM THK,1,
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,8,
,Project Total,11,0
445,2024-03-06,50045026352,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1319339,125,
,Project Total,125,0
444,2024-03-05,HYT-14826,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.BLACK SHEET,1,
,Project Total,1,0
443,2024-03-04,EMAIL - 27.02.2024,,Hydroteck Engineering Company
,Item Code,Quantity,Amount
,SS 304 300 X 225 X 1.5 MM THK,2,
,SS 304 300 X 250 X 1.5 MM THK,2,
,SS 304 300 X 100 X 1.5 MM THK,2,
,Project Total,6,0
442,2024-03-04,50045025867,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1317932,25,
,24-130-1317931,225,
,24-130-1346549,25,
,24-130-1346550,250,
,24-130-1316678,1500,
,24-130-1319355,400,
,24-130-1306851,1000,
,24-130-1319339,125,
,24-130-1319603,3000,
,30-016-1025369 (A4  52034),100,
,24-130-1176449,20,
,24-130-1190019,10,
,24-130-1223949,12,
,27-029-1236481,5,
,Project Total,6697,0
441,2024-03-04,HYT-14558,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
440,2024-03-04,HYT-14560,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
439,2024-03-04,AP/JPO/CA/02688/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,ALU.SIZE : 150 X 126 X 1 MM THK,5,
,ALU.SIZE : 180 X 150 X 1 MM THK,56,
,SS 304 SIZE : 200 X 160 X 1 MM THK,4,
,SS 304 SIZE : 235 X 200 X 1 MM THK,4,
,SS 304 SIZE : 180 X 150 X 1 MM THK,5,
,Project Total,74,0
438,2024-03-03,PP/23-24/12&13/128 / 03.03.2024,,Pilon Engineering Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 800 X 180 X 1 MM THK,1,
,Project Total,1,0
437,2024-03-03,POFS000059534/03.03.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,35,
,Project Total,35,0
436,2024-03-02,SCPL/PO/23-24/01243,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 165 X 45 X 0.8 MM THK,140,
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,68,
,Project Total,208,0
435,2024-03-01,AP/DPO/CA/00502/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 180 X 150 X 1 MM THK,8,
,Project Total,8,0
434,2024-03-01,EMAIL - 01.03.2024,,SIGMA TECH ENGINEERING
,Item Code,Quantity,Amount
,SS 304 SIZE : 210 X 100 X 0.8 MM THK,6,
,Project Total,6,0
433,2024-03-01,PO/23-24/00965,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 165 X 152 X 1 MM THK,18,
,Project Total,18,0
432,2024-03-01,HYT-14832,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 450 X 215 X 1.5 MM THK,2,
,Project Total,2,0
431,2024-03-01,HYT-14836,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 160 X 90 X 1.6 MM THK,10,
,SS 304 IZE : 50 X 30 X 1.6 MM THK,30,
,Project Total,40,0
430,2024-03-01,PO52400016,,Precitech Equipments India Pvt. Ltd
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 260 X 1 MM THK,10,
,Project Total,10,0
429,2024-03-01,REGPL/23-24/01633,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,8,
,Project Total,8,0
428,2024-03-01,PO/23-24/00969,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 140 X 55 X 0.5 MM THK,10,
,Project Total,10,0
427,2024-03-01,02346771,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 900 X 60 X 1.5 MM THK,3,
,Project Total,3,0
426,2024-03-01,02346770,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 150 X 1.2 MM THK,2,
,SS 316 SIZE : 200 X 175 X 1.2 MM THK,8,
,Project Total,10,0
425,2024-03-01,EMAIL/01.03.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,ALU.SIZE : 210 X 184 X 2 MM THK,145,
,ALU. SIZE : 149 X 60 X 1 MM THK,10,
,ALU. SIZE : 260 X 200 X 1 MM THK,2,
,Project Total,157,0
424,2024-03-01,3000001441/01.03.2024,,BAJEL PROJECTS LIMITED
,Item Code,Quantity,Amount
,MG 0059 NAME PLATES 120 mm (L),7000,
,MG 0058 NAMEPLATES 220 MM (L),300,
,Project Total,7300,0
423,2024-02-25,4500740023,,Kelvion India Private Limited
,Item Code,Quantity,Amount
,SS 316 SIZE : 150 X 160 X 3 MM THK,6,
,SS 304 SIZE : 105 X 168 X 0.8 MM THK,6,
,Project Total,12,0
422,2024-02-25,Z1PR/7000062226/12.02.2024,,ElectroMech Material Handling Systems (India) Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 1000 X 500 X 2 MM THK,3,
,Project Total,3,0
421,2024-02-24,23PO0025,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 80 X 20 X 0.8 MM THK,170,
,SS 304 SIZE : 170 X 154 X 2 MM THK,2,
,SS 304 SIZE : 125 X 110 X 2 MM THK,1,
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,2,
,Project Total,175,0
420,2024-02-24,EMAIL - 23.02.24,,Manjushree Fintube Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 200 X 125 X 0.8 MM THK,13,
,Project Total,13,0
419,2024-02-24,129-2324/RA-32,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 316 SIZE : 200 X 163 X 3 MM THK,5,
,Project Total,5,0
418,2024-02-23,EMAIL-23.02.2024,,Quadrogen India Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 305 X 305 X 2 MM THK,1,
,Project Total,1,0
417,2024-02-23,POFS000060066,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 200 X 3 MM THK,3,
,Project Total,3,0
416,2024-02-23,1710081345,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,4402N10066000HP1,1000,
,4414N10065000HP1,4,
,6503N10066000002,502,
,Project Total,1506,0
415,2024-02-23,1710081098,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,4402N10066000HP1,2550,
,4414N10065000HP1,13,
,5003NC0066000YB1,31,
,5814N20066000001,5,
,65Q6N20066000001,181,
,7C06N30066000002,74,
,Z4440N1660009380,4,
,Z6502NC660007238,14,
,Project Total,2872,0
414,2024-02-23,023D9886/0,,INTERVALVE POONAWALA LTD
,Item Code,Quantity,Amount
,MS68280100 (SS316),300,
,MS69790100,200,
,MS56850102,200,
,MS69790100,500,
,Project Total,1200,0
413,2024-02-23,EMAIL/23.02.2024,,Titagarh Rail Systems Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 52  X 0.5 MM THK,4,
,Project Total,4,0
412,2024-02-23,MEPL/23-24/4932,,METAFOLD ENGG.PVT.LTD.
,Item Code,Quantity,Amount
,ALU. SIZE : 200 X 190 X 1 MM THK,2,
,Project Total,2,0
411,2024-02-23,SCPL/PO/23-24/01172,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SD-1000030072 ( DIA 50 MM / ID 4 - MM),300,
,Project Total,300,0
410,2024-02-21,PO001789,,SS Techno Limited
,Item Code,Quantity,Amount
,"SS 304 SIZE : 5.2 "" X 6.2"" X 0.7 MM THK",19,
,Project Total,19,0
409,2024-02-21,AE/23-24/2935,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 95 X 65 X 0.8 MM THK,5,
,SS 304 SIZE : 95 X 95 X 0.8 MM THK,6,
,Project Total,11,0
408,2024-02-21,POFS0000060029,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 100 X 2 MM THK,7,
,Project Total,7,0
407,2024-02-21,POFS000059947,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,3,
,SS 304 SIZE : 150 X 110 X 2 MM THK,13,
,Project Total,16,0
406,2024-02-20,3000001678,,BAJEL PROJECTS LIMITED
,Item Code,Quantity,Amount
,MC0075,26,
,Project Total,26,0
405,2024-02-20,EMAIL/20.02.2024,,POWER INSTRUMENTATION AND ENGINEERING
,Item Code,Quantity,Amount
,SS 304 SIZE : 100 X 20 X 0.5 MM THK,510,
,Project Total,510,0
404,2024-02-20,50045024993,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1164102,25,
,24-130-1319344,50,
,24-130-1346549,26,
,24-130-1346550,251,
,24-130-1028333,1400,
,24-130-1028334,1000,
,24-130-1028337,1400,
,24-130-1006128 ( DV-2 ),1000,
,24-130-1006126  ( DV 1 ),2300,
,24-130-1316678,1500,
,24-130-1319355,400,
,24-130-1306851,1000,
,24-130-1177538,27,
,24-130-1225141,190,
,24-130-1006111,200,
,24-130-1190845,800,
,24-130-1232146,50,
,24-130-1285866,50,
,24-130-1285867,50,
,Project Total,11719,0
403,2024-02-20,50045024606,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1041143,1001,
,30-016-1025369 (A4  52034),101,
,24-130-1300748,1001,
,24-130-1306851,2001,
,24-130-1316148,501,
,24-130-1316678,401,
,24-130-1346549,26,
,24-130-1319355,401,
,24-130-1010509,500,
,24-130-1190845,400,
,24-130-1232146,92,
,24-130-1316678,1000,
,24-130-1232146,50,
,24-130-1285866,50,
,24-130-1285866,50,
,Project Total,7575,0
402,2024-02-20,HYT-14553,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : 480 X 364 X 2 MM THK,1,
,SS 316 SIZE : 120 X 120 X 1 MM THK,1,
,Project Total,2,0
401,2024-02-20,HYT-14781,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU. SIZE : 366 X 100 X 1.5 MM THK,1,
,ALU. SIZE : 390 X 135 X 1.5 MM THK,1,
,ALU. SIZE : 275 X 225 X 1.5 MM THK,1,
,Project Total,3,0
400,2024-02-19,EMAIL/19.02.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,SS 304 SIZE : 457.2 X 381 X 0.8 MM THK,1,
,Project Total,1,0
399,2024-02-18,EMAIL/18.02.2024,,Glatt Systems Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 250 X 2 MM THK,1,
,Project Total,1,0
398,2024-02-18,120-2324-RA-38,,GAS PROCESSING EQUIPMENT PVT LTD
,Item Code,Quantity,Amount
,SS 316 SIZE : 210 X 125 X 3 MM THK,1,
,SS 316 SIZE : 225 X 180 X 3 MM THK,1,
,SS 316 SIZE : 210 X 65 X 3 MM THK,1,
,Project Total,3,0
397,2024-02-17,EMAIL/17.02.2024,,Pilon Engineering Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 834 X 120 X 1 MM THK,1,
,Project Total,1,0
396,2024-02-17,14755,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
395,2024-02-17,14760,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
394,2024-02-17,0216/23-24,,Viswasuta Engineering LLP
,Item Code,Quantity,Amount
,Project Total,0,0
393,2024-02-16,02346461,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 1200 X 60 X 3 MM THK,1,
,Project Total,1,0
392,2024-02-16,PO/23-24/00951/1,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 200 X 1 MM THK,5,
,Project Total,5,0
391,2024-02-16,EMAIL 14.02.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,SS 304 SIZE : 254 X 102 X 0.8 MM THK,5,
,SS 304 SIZE : 157 X 81 X 0.8 MM THK,4,
,Project Total,9,0
390,2024-02-13,PO001555,,SS Techno Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 6 INCH X 10 INCH X 0.7 MM THK,12,
,SS 304 SIZE : 6 INCH X 4 INCH X 0.7 MM THK,2,
,Project Total,14,0
389,2024-02-13,AP/DPO/CA/00469/23-24,,Ador Powertron Ltd
,Item Code,Quantity,Amount
,561005003546,4,
,561000057000,4,
,Project Total,8,0
388,2024-02-13,EMAIL - 12.02.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,ALU. SIZE : 149 X 60 X 1 MM THK,5,
,ALU. SIZE : 260 X 200 X 1 MM THK,1,
,Project Total,6,0
387,2024-02-13,SAMPLE,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,SS 304 SIZE : 500 X 220 X 0.5 MM THK,3,
,Project Total,3,0
386,2024-02-13,4300335532,,Suzlon Energy Limited
,Item Code,Quantity,Amount
,Project Total,0,0
385,2024-02-13,23PO0024,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 110 X 50 X 1 MM THK,138,
,SS 316 SIZE : 110 X 50 X 1 MM THK,138,
,SS 316 SIZE : 120 X 120 X 1.5 MM THK,5,
,SS 316 SIZE : 120 X 80 X 1 MM THK,6,
,SS 316 SIZE : 140 X 140 X 1.5 MM THK,17,
,SS 316 SIZE : 300 X 240 X 1.5 MM THK,8,
,Project Total,312,0
384,2024-02-13,POFS000059534/13.02.2024,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,8,
,Project Total,8,0
383,2024-02-11,14732,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,NGUF 227,1,
,NGUF 223,1,
,NGUF 224,1,
,NGUF 228,1,
,Project Total,4,0
382,2024-02-11,AIPL-23-24-169,,ASSIDUOUS INDUSTRIES PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 230 X 200 X 1.2 MM THK,15,
,SS 304 SIZE : 230 X 200 X 1.2 MM THK,5,
,Project Total,20,0
381,2024-02-10,50045024029,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1248394,3,
,Project Total,3,0
380,2024-02-10,1155,,SDTORK CONTROLS PVT LTD
,Item Code,Quantity,Amount
,SS 304 SIZE : 125 X 60 X 0.8 MM THK,32,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,32,
,SS 304 SIZE : 65 X 40 X 0.8 MM THK,32,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,1,
,SS 304 SIZE : 65 X 40 X 0.8 MM THK,37,
,SS 304 SIZE : 165 X 45 X 0.8 MM THK,1,
,SS 304 SIZE : 125 X 60 X 0.5 MM THK,37,
,SS 304 SIZE : 90 X 50 X 0.8 MM THK,37,
,Project Total,209,0
379,2024-02-10,EMAIL 09.02.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,SS 304 SIZE : 35 X 20 X 0.8 MM THK,589,
,Project Total,589,0
378,2024-02-10,Z1PR/7000054285/10.02.2024,,ElectroMech Material Handling Systems (India) Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 1000 X 500 X 2 MM THK,2,
,Project Total,2,0
377,2024-02-10,POFS000059534,,HRS PROCESS SYSTEMS LTD.
,Item Code,Quantity,Amount
,SS 304 SIZE : 105 X 75 X 0.8 MM THK,15,
,Project Total,15,0
376,2024-02-10,HYT-14681,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,Project Total,0,0
375,2024-02-10,02346264,,EagleBurgmann India Pvt. Ltd.
,Item Code,Quantity,Amount
,SS 316 SIZE : 250 X 150 X 1 MM THK,2,
,Project Total,2,0
374,2024-02-10,PO/23-24/00938,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 125 X 25 X 0.5 M THK,51,
,SS 316 SIZE : 250 X 200 X 1 MM THK,18,
,SS 316 SIZE : 142 X 55 X 0.5 MM THK,20,
,Project Total,89,0
373,2024-02-10,PO/23-24/00946,,Delpro Equipments Pvt Ltd
,Item Code,Quantity,Amount
,SS 316 SIZE : 60 X 20  X 0.5 MM THK,210,
,Project Total,210,0
372,2024-02-07,VERBAL-07.02.2024,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,ALU.GLAND PLATE,1,
,Project Total,1,0
371,2024-02-07,HYT-14694,,HYT ENGINEERING COMPANY PVT LTD.
,Item Code,Quantity,Amount
,ALU.SIZE : 400 X 85 X 2 MM THK,1,
,Project Total,1,0
370,2024-02-07,41045005469,,Forbes Marshall  Arca Pvt Ltd
,Item Code,Quantity,Amount
,20-059-1037446,350,
,20-059-1037446,350,
,20-054-1021242,500,
,20-054-1021247,500,
,20-054-1359813,200,
,Project Total,1900,0
369,2024-02-06,1710080047,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,4402N10066000HP1,1000,
,Z6504N1650005503,12,
,Project Total,1012,0
368,2024-02-06,1710080307,,DelVal Flow Controls Pvt Ltd.
,Item Code,Quantity,Amount
,Z6502NC660007238,164,
,Project Total,164,0
367,2024-02-06,023D9576/0,,INTERVALVE POONAWALA LTD
,Item Code,Quantity,Amount
,MS70320100,25,
,Project Total,25,0
366,2024-02-05,02975,,EUREKA ENGINEERING ENTERPRISES
,Item Code,Quantity,Amount
,ALU. SIZE : 60 X 18 X 0.5 MM THK,2000,
,Project Total,2000,0
365,2024-02-05,50045023761,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1319354,200,
,24-130-1346549,25,
,27-029-1236480,35,
,27-029-1236481,25,
,Project Total,285,0
364,2024-02-05,4500106114,,Praj Industries Ltd.
,Item Code,Quantity,Amount
,2461 - SS 304 SIZE : 240 X 170 X 2 MM THK,10,
,2462 - SS 304 SIZE : 230 X 130 X 2 MM THK,3,
,2463 - SS 304 SIZE : 220 X 130 X 2 MM THK,1,
,2464 - SS 304 SIZE : 230 X 130 X 2 MM THK,6,
,2467 - SS 304 SIZE : 230 X 130 X 2 MM THK,1,
,2461 - SS 304 SIZE : 240 X 170 X 2 MM THK,1,
,2465 - SS 304 SIZE : 240 X 60 X 2 MM THK,1,
,Project Total,23,0
363,2024-02-04,DELPRO SAMPLE,,RAVIRAJ ANODISERS
,Item Code,Quantity,Amount
,SS 304 SIZE : 125 X 25 X 0.5 MM THK,2,
,SS 304 SIZE : 142 X 55 X 0.5 MM THK,2,
,Project Total,4,0
362,2024-02-04,50045021988,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-254-1376145,60,
,Project Total,60,0
361,2024-02-04,FIPL/PO/23-24/1069,,"Fabxotic India Private Limited,"
,Item Code,Quantity,Amount
,SS 304 SIZE : 250 X 150 X 1 MM THK,25,
,Project Total,25,0
360,2024-02-03,MEPL/23-24/4419,,METAFOLD ENGG.PVT.LTD.
,Item Code,Quantity,Amount
,ALU. SIZE :160 X 23 X 1 MM THK,1500,
,Project Total,1500,0
359,2024-02-02,50045023460,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,24-130-1316713,25,
,24-130-1319339,125,
,24-130-1346549,25,
,24-130-1176449,20,
,24-130-1225141,100,
,Project Total,295,0
358,2024-02-02,EMAIL / 02.02.2024,,Sonali Enterprises
,Item Code,Quantity,Amount
,ALU. SIZE : 130 X 85 X 1 MM THK,20,
,Project Total,20,0
357,2024-02-02,50045023383,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,30-016-1025369 (A4  52034),100,
,24-130-1331042,200,
,24-130-1319603,3000,
,24-130-1208451,25,
,Project Total,3325,0
356,2024-01-31,3000001441,,BAJEL PROJECTS LIMITED
,Item Code,Quantity,Amount
,MG 0059 NAME PLATES 120 mm (L),7000,
,MG 0058 NAMEPLATES 220 MM (L),300,
,Project Total,7300,0
355,2024-01-31,23PO0023,,R S Industrial Solutions
,Item Code,Quantity,Amount
,SS 316 SIZE : 142 X 55 X 0.5 MM THK,8,
,Project Total,8,0
354,2024-01-31,REGPL/23-24/01458,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,4,
,Project Total,4,0
353,2024-01-30,50045023207,,Forbes Marshall P.Ltd (Chakan)
,Item Code,Quantity,Amount
,27-029-1122424,5,
,24-130-1346549,25,
,Project Total,30,0
352,2024-01-30,AE/23-24/2734,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 95 X 65 X 0.8 MM THK,4,
,SS 304 SIZE : 95 X 95 X 0.8 MM THK,8,
,Project Total,12,0
351,2024-01-30,AE/23-24/2733,,Autoshell Electromech Pvt.Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 197 X 95 X 0.8 MM THK,15,
,Project Total,15,0
350,2024-01-30,POS2324/1316,,M E Energy Private Limited
,Item Code,Quantity,Amount
,SS 304 SIZE : 225 X 160 X 1.5 MM THK,7,
,SS 304 SIZE : 225 X 150 X 1.5 MM THK,7,
,Project Total,14,0
349,2024-01-29,REGPL/23-24/01491,,Rahul Engineering Global Pvt Ltd.
,Item Code,Quantity,Amount
,SS 304 SIZE : 150 X 110 X 2 MM THK,3,
,Project Total,3,0
